,Symbol,NAME OF COMPANY,SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
866,KAMATHOTEL,Kamat Hotels (I) Limited,BE,29-MAY-1996,10,1,INE967C01018,10
867,KAMDHENU,Kamdhenu Limited,BE,09-MAY-2006,10,1,INE390H01012,10
868,KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
869,KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
870,KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
871,KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
872,KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,10,1,INE542Z01010,10
873,KARMAENG,Karma Energy Limited,BE,28-JUN-2011,10,1,INE725L01011,10
874,KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
875,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,10,1,INE234I01010,10
876,KAVVERITEL,Kavveri Telecom Products Limited,EQ,29-JAN-2008,10,1,INE641C01019,10
877,KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10
878,KBCGLOBAL,KBC Global Limited,BE,02-APR-2018,1,1,INE278R01034,1
879,KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
880,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
881,KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
882,KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
883,KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
884,KEEPLEARN,DSJ Keep Learning Limited,BE,01-MAR-1995,1,1,INE055C01020,1
885,KEERTI,Keerti Knowledge and Skills Limited,BE,13-NOV-2020,10,1,INE586X01012,10
886,KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
887,KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5
888,KENNAMET,Kennametal India Limited,EQ,03-NOV-1994,10,1,INE717A01029,10
889,KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10
890,KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10
891,KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10
892,KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
893,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
894,KHAITANLTD,Khaitan (India) Limited,EQ,20-DEC-1995,10,1,INE731C01018,10
895,KHANDSE,Khandwala Securities Limited,EQ,07-FEB-2001,10,1,INE060B01014,10
896,KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10
897,KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
898,KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,10,1,INE967H01017,10
899,KINGFA,Kingfa Science & Technology (India) Limited,BE,15-NOV-2016,10,1,INE473D01015,10
900,KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
901,KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
902,KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-NOV-2019,5,1,INE884B01025,5
903,KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
904,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
905,KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
906,KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1
907,KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
908,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2
909,KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
910,KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
911,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
912,KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
913,KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10
914,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
915,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
916,KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
917,KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10
918,KOVAI,Kovai Medical Center and Hospital Limited,EQ,05-AUG-2021,10,1,INE177F01017,10
919,KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,10,1,INE542W01017,10
920,KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
921,KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
922,KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
923,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10
924,KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2
925,KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
926,KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1
927,KRITIKA,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2
928,KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
929,KSB,Ksb Limited,EQ,08-FEB-1995,10,1,INE999A01015,10
930,KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
931,KSHITIJPOL,Kshitij Polyline Limited,BE,27-JUL-2022,10,1,INE013801019,10
932,KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
933,KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10
934,KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
935,KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
936,L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
937,LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
938,LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
939,LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
940,LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
941,LANCER,Lancer Container Lines Limited,EQ,10-MAY-2022,10,1,INE359U01010,10
942,LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
943,LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
944,LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
945,LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
946,LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
947,LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
948,LCCINFOTEC,LCC Infotech Limited,EQ,02-MAR-2000,2,1,INE938A01021,2
949,LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
950,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10
951,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
952,LGBFORGE,LGB Forge Limited,BE,01-AUG-2008,1,1,INE201J01017,1
953,LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
954,LIBAS-RE,Libas Con Product Ltd-RE,BE,27-SEP-2022,10,1,INE908V20012,10
955,LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
956,LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
957,LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
958,LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,10,1,INE060901019,10
959,LINC,Linc Limited,EQ,09-MAR-2015,10,1,INE802B01019,10
960,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
961,LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
962,LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
963,LOKESHMACH,Lokesh Machines Limited,BE,05-MAY-2006,10,1,INE397H01017,10
964,LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10
965,LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
966,LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10
967,LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1
968,LSIL,Lloyds Steels Industries Limited,EQ,18-JUL-2016,1,1,INE093R01011,1
969,LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
970,LTI,Larsen & Toubro Infotech Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
971,LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
972,LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
973,LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
974,LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
975,LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
976,LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
977,LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
978,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
979,M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
980,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
981,MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,10,1,INE215I01019,10
982,MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10
983,MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
984,MADHUCON,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1
985,MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
986,MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
987,MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
988,MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
989,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-JAN-1998,10,1,INE843B01013,10
990,MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-JUL-2016,10,1,INE451L01014,10
991,MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10
992,MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
993,MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
994,MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
995,MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
996,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
997,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
998,MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
999,MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
1000,MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
1001,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1
1002,MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1
1003,MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
1004,MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1
1005,MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
1006,MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
1007,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
1008,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10
1009,MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
1010,MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
1011,MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
1012,MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,10,1,INE00VM01010,10
1013,MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10
1014,MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2
1015,MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1
1016,MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2
1017,MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
1018,MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
1019,MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
1020,MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2
1021,MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
1022,MARSHALL,Marshall Machines Limited,EQ,22-NOV-2021,10,1,INE00SZ01018,10
1023,MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
1024,MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
1025,MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10
1026,MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
1027,MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
1028,MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
1029,MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10
1030,MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10
1031,MAXVIL,Max Ventures and Industries Limited,EQ,22-JUN-2016,10,1,INE154U01015,10
1032,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5
1033,MAZDA,Mazda Limited,EQ,01-NOV-2016,10,1,INE885E01034,10
1034,MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,10,1,INE249Z01012,10
1035,MBAPL,Madhya Bharat Agro Products Limited,BE,22-AUG-2019,10,1,INE900L01010,10
1036,MBECL,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10,1,INE748A01016,10
1037,MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10
1038,MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
1039,MCL,Madhav Copper Limited,EQ,19-AUG-2020,5,1,INE813V01022,5
1040,MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,INE942G01012,5
1041,MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10
1042,MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10
1043,MEDICO,Medico Remedies Limited,BE,26-MAY-2022,10,1,INE630Y01016,10
1044,MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2
1045,MEGASOFT,Megasoft Limited,EQ,19-JUL-2007,10,1,INE933B01012,10
1046,MEGASTAR,Megastar Foods Limited,BE,16-FEB-2022,10,1,INE00EM01016,10
1047,MELSTAR,Melstar Information Technologies Limited,BZ,07-MAR-2000,10,1,INE817A01019,10
1048,MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1
1049,MEP,MEP Infrastructure Developers Limited,EQ,06-MAY-2015,10,1,INE776I01010,10
1050,MERCATOR,Mercator Limited,BE,20-JUN-2005,1,1,INE934B01028,1
1051,METALFORGE,Metalyst Forgings Limited,BZ,23-AUG-1995,10,1,INE425A01011,10
1052,METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5
1053,METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2
1054,MFL,Meghmani Finechem Limited,EQ,18-AUG-2021,10,1,INE071N01016,10
1055,MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2
1056,MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,2,1,INE0APB01024,2
1057,MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10
1058,MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10
1059,MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10
1060,MICEL,MIC Electronics Limited,BE,17-DEC-2021,2,1,INE287C01037,2
1061,MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10
1062,MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2
1063,MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10
1064,MINDTREE,MindTree Limited,EQ,07-MAR-2007,10,1,INE018I01017,10
1065,MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1
1066,MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2
1067,MITCON,MITCON Consultancy & Engineering Services Limited,BE,17-MAR-2022,10,1,INE828O01033,10
1068,MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,10,1,INE997Y01019,10
1069,MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10
1070,MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10
1071,MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1
1072,MODIRUBBER,Modi Rubber Limited,BE,07-FEB-1996,10,1,INE832A01018,10
1073,MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1
1074,MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10
1075,MOHOTAIND,Mohota Industries Limited,BZ,10-APR-1996,10,1,INE313D01013,10
1076,MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10
1077,MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2
1078,MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1
1079,MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2
1080,MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5
1081,MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10
1082,MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10
1083,MORARJEE,Morarjee Textiles Limited,EQ,14-SEP-2012,7,1,INE161G01027,7
1084,MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2
1085,MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1
1086,MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1
1087,MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5
1088,MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
1089,MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10
1090,MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10
1091,MRO-TEK,MRO-TEK Realty Limited,EQ,01-NOV-2000,5,1,INE398B01018,5
1092,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10
1093,MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10
1094,MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10
1095,MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1
1096,MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10
1097,MTEDUCARE,MT Educare Limited,EQ,12-APR-2012,10,1,INE472M01018,10
1098,MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10
1099,MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10
1100,MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5
1101,MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2
1102,MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2
1103,MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10
1104,MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10
1105,MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10
1106,NACLIND,NACL Industries Limited,EQ,07-APR-2017,1,1,INE295D01020,1
1107,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,15-JUN-2016,1,1,INE454M01024,1
1108,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5
1109,NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5
1110,NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5
1111,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10
1112,NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5
1113,NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5
1114,NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10
1115,NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2
1116,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10
1117,NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5
1118,NATNLSTEEL,National Steel And Agro Industries Limited,BE,26-SEP-2002,10,1,INE088B01015,10
1119,NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,10,1,INE663F01024,10
1120,NAVA,NAVA LIMITED,EQ,03-APR-1996,2,1,INE725A01022,2
1121,NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2
1122,NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10
1123,NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2
1124,NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,4,1,INE418L01021,4
1125,NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1
1126,NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5
1127,NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2
1128,NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10
1129,NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10
1130,NDL,Nandan Denim Limited,EQ,23-MAR-2012,10,1,INE875G01030,10
1131,NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10
1132,NDTV,New Delhi Television Limited,BE,19-MAY-2004,4,1,INE155G01029,4
1133,NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10
1134,NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1
1135,NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2
1136,NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10
1137,NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10
1138,NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2
1139,NESTLEIND,Nestle India Limited,EQ,08-JAN-2010,10,1,INE239A01016,10
1140,NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5
1141,NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10
1142,NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10
1143,NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10
1144,NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10
1145,NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10
1146,NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5
1147,NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10
1148,NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10
1149,NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5
1150,NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2
